,Unnamed: 0,Rank_x,Age Rank,Results,Target,Age_x,First,Last,City_x,Loc,Finishes,Place,City_y,Unnamed: 4,Age_y,Gender,GP,Time,Rank_y,Unnamed: 10,Unnamed: 0.1,Unnamed: 5,Target_Seconds,Time_Seconds
667,16,70.80%,74.80%,39,6:47:33,M40-49,Louis,Kugel,Lancaster,PA,,26,Lancaster,PA,45,M,23,5:59:30,70.7,,,,24453,21570
668,17,70.30%,,1,6:50:24,M30-39,Chris,Webb,Conshohocken,PA,,27,Conshohocken,PA,30,M,24,6:00:39,69.53,,,,24624,21639
669,18,76.50%,92.50%,6,6:53:59,F30-39,Brittany,Grubbs,Kernersville,NC,,71,Kernersville,NC,34,F,8,7:35:49,72.85,,,,24839,27349
670,19,69.30%,78.20%,69,6:56:01,M50-59,Joshua,Witte,Virginia Beach,VA,,42,Virginia Beach,VA,50,M,38,6:31:00,69.2,,,,24961,23460
671,20,69.00%,85.30%,10,6:57:46,M50-59,Paul,Limmiatis,White Plains,NY,,29,White Plains,NY,57,M,25,6:06:49,68.89,,,,25066,22009
672,21,68.90%,72.70%,7,6:58:15,M20-29,Joshua,Lyons,Harrisonburg,VA,,38,Harrisonburg,VA,28,M,34,6:19:28,68.43,,,,25095,22768
673,22,75.20%,83.30%,10,7:01:02,F50-59,Judy,Swade,Advance,NC,,72,Advance,NC,55,F,9,7:35:50,69.67,,,,25262,27350
674,23,75.00%,84.50%,11,7:02:23,F20-29,Heather,Moldofsky,Bealeton,VA,1.0,20,Bealeton,VA,27,F,2,5:49:57,76.94,,,,25343,20997
675,24,67.30%,75.90%,10,7:08:34,M30-39,John,Davis,Madison,WI,,25,Madison,WI,36,M,22,5:59:12,67.44,,,,25714,21552
676,25,67.10%,66.30%,4,7:09:51,M40-49,Dirk,Bartlett,Arlington,VA,1.0,43,Arlington,VA,43,M,39,6:31:58,60.47,,,,25791,23518
677,26,66.20%,73.10%,11,7:15:46,M30-39,Scott,Cheatham,Midlothian,VA,1.0,51,Midlothian,VA,36,M,47,6:45:34,65.75,,,,26146,24334
678,27,66.10%,72.10%,6,7:16:13,M40-49,David,Martin,Virginia Beach,VA,,58,Virginia Beach,VA,49,M,53,6:52:42,65.1,,,,26173,24762
679,28,65.60%,83.50%,27,7:19:33,M60-69,Jon,Marks,Cortland,NY,,39,Cortland,NY,62,M,35,6:22:40,65.33,,,,26373,22960
680,29,65.50%,68.00%,4,7:20:01,M30-39,Peter,Folan,Arlington,VA,,34,Arlington,VA,37,M,30,6:12:38,65.74,,,,26401,22358
681,30,65.40%,77.70%,4,7:20:54,M20-29,Miguel,Anselmo,St Paul,MN,,61,St Paul,MN,24,M,55,7:05:09,63.99,,,,26454,25509
682,31,71.50%,85.40%,17,7:22:57,F50-59,Jenn,Clemons,Newport News,VA,,69,Newport News,VA,50,F,7,7:30:09,71.76,,,,26577,27009
683,32,64.80%,65.10%,2,7:24:42,M30-39,Jerome,Trageser,Charlottesville,VA,,56,Charlottesville,VA,36,M,51,6:46:41,63.56,,,,26682,24401
684,33,64.30%,,1,7:28:39,M30-39,Doug,Havens,Mclean,VA,,22,Mclean,VA,34,M,19,5:55:18,67.05,,,,26919,21318
685,34,62.00%,68.20%,15,7:44:46,M50-59,Mike,Averill,Shady Valley,TN,,67,Shady Valley,TN,50,M,61,7:24:43,59.09,,,,27886,26683
686,35,61.80%,77.50%,9,7:46:48,M60-69,Doug,Woods,Vienna,VA,,57,Vienna,VA,61,M,52,6:52:03,61.61,,,,28008,24723
687,36,66.40%,66.40%,4,7:56:55,F30-39,Heli,Hyypia,Washington,DC,,76,Washington,DC,37,F,11,8:11:48,67.17,,,,28615,29508
688,37,59.70%,56.80%,2,8:02:40,M30-39,Maxime,Ferland,Lorton,VA,1.0,41,Lorton,VA,31,M,37,6:26:18,61.24,,,,28960,23178
689,38,59.50%,86.50%,1,8:04:22,M30-39,Jeff,Andersen,Aldie,VA,,68,Aldie,VA,37,M,62,7:28:41,57.42,,,,29062,26921
690,39,64.50%,66.30%,9,8:10:58,F30-39,Rachel,Zelibor,Rolesville,NC,,21,Rolesville,NC,39,F,3,5:49:58,67.72,,,,29458,20998
691,40,58.20%,63.60%,6,8:15:31,M30-39,Fletcher,Schoen,Washington,DC,,33,Washington,DC,33,M,29,6:12:03,59.41,,,,29731,22323
692,41,57.80%,72.20%,2,8:18:47,M30-39,Alex,Pace,Mountain City,TN,,66,Mountain City,TN,32,M,60,7:24:03,57.17,,,,29927,26643
693,42,56.00%,60.70%,35,8:34:49,M40-49,Andrew,Arbuckle,Washington,DC,,50,Washington,DC,47,M,46,6:41:22,56.34,,,,30889,24082
694,43,56.00%,62.10%,23,8:35:11,M30-39,Jonathan,Smith,Charles Town,WV,1.0,75,Charles Town,WV,34,M,65,8:05:01,64.61,,,,30911,29101
695,44,54.70%,65.80%,1,8:46:57,M30-39,Walter,Weiss,Washington,DC,,48,Washington,DC,36,M,44,6:36:15,58.67,,,,31617,23775
696,45,53.40%,,1,9:00:11,M20-29,Kevin,Shultis,Hanover,PA,,77,Hanover,PA,28,M,66,9:15:19,49.03,,,,32411,33319
697,46,58.10%,73.40%,2,9:05:09,F40-49,Katherine,Weeks,Norfolk,VA,1.0,74,Norfolk,VA,47,F,10,7:59:23,62.76,,,,32709,28763
698,47,52.50%,69.60%,2,9:09:01,M40-49,Nathaniel,Mitchell,Norfolk,VA,1.0,64,Norfolk,VA,45,M,58,7:13:45,54.08,,,,32941,26025
699,48,55.40%,,1,9:31:57,F40-49,Sierra,Schenk,Lusby,MD,,17,Lusby,MD,44,F,1,5:45:55,77.68,,,,34317,20755
700,49,45.30%,54.50%,1,10:36:32,M40-49,Brian,Roberts,Williamsburg,VA,,73,Williamsburg,VA,42,M,64,7:36:13,49.21,,,,38192,27373
701,50,45.20%,48.80%,1,10:37:22,M30-39,Bryant,Morrison,Charlottesville,VA,,55,Charlottesville,VA,38,M,50,6:46:41,53.13,,,,38242,24401
702,0,99.30%,99.30%,2,4:43:11,M40-49,Christian,Vanblommestein,San Diego,CA,,2,San Diego,CA,40,M,2,3:53:47,96.59,,,,16991,14027
703,1,99.10%,97.20%,3,5:00:27,F20-29,Maria,Splaine,San Diego,CA,,5,San Diego,CA,24,F,1,4:00:45,99.29,,,,18027,14445
704,2,89.20%,92.90%,27,5:15:20,M30-39,Tanner,Hallihan,Del Taco drive thru,CA,,1,Del Taco drive thru,CA,39,M,1,3:33:10,89.57,,,,18920,12790
705,3,78.20%,90.60%,38,5:59:47,M60-69,Mark,Ford,Carlsbad,CA,,4,Carlsbad,CA,60,M,4,3:59:24,78.44,,,,21587,14364
706,4,74.70%,91.10%,39,6:16:39,M60-69,Steven,Tally,Ramona,CA,,10,Ramona,CA,61,M,9,5:02:33,74.56,,,,22599,18153
707,5,78.90%,93.80%,5,6:17:02,F30-39,Ana,Llinas,Oceanside,CA,,13,Oceanside,CA,31,F,3,5:03:14,79.01,,,,22622,18194
708,6,75.00%,89.30%,11,6:36:57,F40-49,Zhanar,Howland,San Diego,CA,,11,San Diego,CA,47,F,2,5:02:39,75.35,,,,23817,18159
709,7,74.40%,75.40%,36,6:40:03,F30-39,Kelyn,Curitomay,San Diego,CA,,18,San Diego,CA,38,F,4,5:30:59,72.87,,,,24003,19859
710,8,69.30%,56.60%,3,6:45:58,M30-39,Kory,McAfee,San Diego,CA,,3,San Diego,CA,35,M,3,3:56:26,74.49,,,,24358,14186
711,9,68.60%,89.90%,2,6:50:06,M40-49,Jon,Sotzing,Fullerton,CA,,7,Fullerton,CA,42,M,6,4:44:06,70.72,,,,24606,17046
712,10,67.50%,,1,6:56:48,M40-49,Matthew,O'Connor,Fullerton,CA,,12,Fullerton,CA,44,M,10,5:02:55,66.7,,,,25008,18175
713,11,62.40%,,1,7:30:31,M40-49,Christopher,Chemente,Fullerton,CA,,9,Fullerton,CA,44,M,8,4:55:01,67.34,,,,27031,17701
714,12,65.70%,68.30%,52,7:33:10,F30-39,Alicja,Grace,San Diego,CA,1.0,19,San Diego,CA,39,F,5,6:15:31,64.29,,,,27190,22531
715,13,62.00%,68.90%,11,7:33:52,M50-59,Patrick,Hordista,La Mirada,CA,,17,La Mirada,CA,51,M,14,5:29:39,62.19,,,,27232,19779
716,14,60.70%,69.40%,6,7:43:26,M50-59,Neal,Howland,San Diego,CA,,16,San Diego,CA,50,M,13,5:17:25,61.61,,,,27806,19045
717,15,57.60%,83.20%,4,8:08:18,M30-39,Andrew,Meiszberg,San Diego,CA,,20,San Diego,CA,30,M,15,6:34:22,56.88,,,,29298,23662
718,16,55.30%,81.40%,7,8:28:59,M60-69,Norbert,Lazar,davis,CA,,22,davis,CA,68,M,16,6:49:43,54.85,,,,30539,24583
719,17,54.70%,62.60%,9,8:33:49,M40-49,Erik,Greenlee,San Diego,CA,,14,San Diego,CA,41,M,11,5:03:51,56.28,,,,30829,18231
720,0,93.70%,,1,4:47:04,M60-69,Jerry,Stephenson,Carlsbad,CA,,39,Carlsbad,CA,65,M,27,6:22:50,76.92,,,,17224,22970
721,1,92.40%,96.30%,77,4:51:07,M50-59,Ben,Hian,Carlsbad,CA,,19,Carlsbad,CA,52,M,14,5:31:52,92.06,,,,17467,19912
722,2,90.90%,97.30%,1,4:55:38,M30-39,Julian,Montoya,Sonora,CA,,27,Sonora,CA,35,M,21,5:47:42,78.61,,,,17738,20862
723,3,89.90%,0.00%,1,4:58:59,M20-29,David,Clausen,Tucson,AZ,,9,Tucson,AZ,24,M,7,5:00:37,83.29,,,,17939,18037
724,4,93.10%,96.30%,6,5:05:02,F40-49,Anna,Barron,Vista,CA,,17,Vista,CA,43,F,5,5:27:11,91.74,,,,18302,19631
725,5,92.00%,96.30%,17,5:08:38,F50-59,Edith,Martinez,Brea,CA,,36,Brea,CA,54,F,12,6:17:50,90.93,,,,18518,22670
726,6,91.50%,95.00%,7,5:10:26,F30-39,Laura,Becker,Manchester,CT,,12,Manchester,CT,37,F,3,5:07:50,89.88,,,,18626,18470
727,7,91.20%,96.50%,35,5:11:25,F50-59,Mary,Nelson,San Diego,CA,,21,San Diego,CA,52,F,6,5:36:44,90.92,,,,18685,20204
728,8,89.10%,95.30%,8,5:18:43,F20-29,Jessica,Schnier,Spring Valley,CA,,4,Spring Valley,CA,24,F,1,4:33:18,90.32,,,,19123,16398
729,9,84.30%,86.50%,11,5:19:04,M30-39,Damon,Valenzona,San Diego,CA,,1,San Diego,CA,35,M,1,3:50:25,85.57,,,,19144,13825
730,10,88.70%,92.80%,18,5:20:18,F50-59,Christy,Baker,San Diego,CA,,15,San Diego,CA,50,F,4,5:20:57,88.49,,,,19218,19257
731,11,80.50%,91.80%,8,5:34:05,M40-49,Jonathan,Anderson,San Diego,CA,,11,San Diego,CA,41,M,9,5:06:35,79.88,,,,20045,18395
732,12,78.60%,,1,5:42:00,M50-59,Tom,Koerner,Santee,CA,,10,Santee,CA,54,M,8,5:01:39,77.5,,,,20520,18099
733,13,78.50%,97.90%,14,5:42:34,M50-59,Robert,Verhees,San Diego,CA,,2,San Diego,CA,56,M,2,4:03:08,79.56,,,,20554,14588
734,14,81.40%,80.70%,12,5:48:54,F30-39,Carlee,Padot McClurg,Oceanside,CA,,32,Oceanside,CA,37,F,9,6:13:57,76.41,,,,20934,22437
735,15,81.00%,90.90%,2,5:50:35,F40-49,Nicole,Fox,La Mesa,CA,,60,La Mesa,CA,42,F,17,6:54:56,75.96,,,,21035,24896
736,16,80.80%,77.40%,5,5:51:27,F40-49,Bethany,Schramm,Rossmoor,CA,,35,Rossmoor,CA,49,F,11,6:15:28,71.22,,,,21087,22528
737,17,79.90%,80.50%,17,5:55:17,F30-39,Sarah,Greenlee,San Diego,CA,,5,San Diego,CA,37,F,2,4:37:56,80.96,,,,21317,16676
738,18,75.00%,77.20%,13,5:58:22,M30-39,Riley,Robertson,San Diego,CA,,3,San Diego,CA,32,M,3,4:11:48,76.2,,,,21502,15108
739,19,78.30%,80.50%,1,6:02:32,F30-39,Katherine,Greenblatt,BISHOP,CA,1.0,57,BISHOP,CA,34,F,16,6:44:55,72.92,,,,21752,24295
740,20,74.20%,74.40%,1,6:02:34,M30-39,Robert,Cuen,El Cajon,CA,,25,El Cajon,CA,39,M,19,5:40:32,70.91,,,,21754,20432
741,21,71.80%,81.70%,4,6:14:42,M50-59,Robert,Perry,Chula Vista,CA,,30,Chula Vista,CA,50,M,22,6:03:42,70.07,,,,22482,21822
742,22,71.40%,78.30%,3,6:16:22,M40-49,Adam,Atkinson,Lake Elsinore,CA,,6,Lake Elsinore,CA,42,M,4,4:48:45,73.53,,,,22582,17325
743,23,74.50%,79.10%,17,6:21:29,F40-49,TR,Albert,LOS ANGELES,CA,,28,LOS ANGELES,CA,49,F,7,5:49:57,74.65,,,,22889,20997
744,24,70.40%,75.30%,15,6:21:53,M40-49,Mark,Kern,San Diego,CA,,50,San Diego,CA,46,M,37,6:39:22,69.61,,,,22913,23962
745,25,70.40%,83.40%,4,6:22:06,M30-39,Nick,Balaity,Carlsbad,CA,,16,Carlsbad,CA,32,M,12,5:26:15,70.41,,,,22926,19575
746,26,70.30%,78.40%,12,6:22:16,M40-49,Brandon,Collins,Lakeside,CA,,8,Lakeside,CA,45,M,6,4:55:19,70.93,,,,22936,17719
747,27,70.00%,78.60%,6,6:24:04,M40-49,Brendan,Wiley,Santee,CA,,64,Santee,CA,46,M,47,7:10:26,67.65,,,,23044,25826
748,28,69.90%,,2,6:24:40,M50-59,Richard,Fortin,Santee,CA,,33,Santee,CA,50,M,24,6:14:14,67.12,,,,23080,22454
749,29,69.50%,85.00%,3,6:26:46,M20-29,Stephen,Matoesian,Chatsworth,CA,,49,Chatsworth,CA,24,M,36,6:37:50,66.61,,,,23206,23870
750,30,69.50%,77.50%,8,6:26:50,M60-69,Douglas,Gillingham,Solana Beach,CA,,61,Solana Beach,CA,63,M,44,6:56:39,67.92,,,,23210,24999
751,31,69.00%,73.80%,30,6:29:34,M40-49,Todd,Hockensmith,San Diego,CA,2.0,47,San Diego,CA,40,M,34,6:37:31,68.65,,,,23374,23851
752,32,68.60%,72.80%,24,6:31:40,M40-49,Gabe,Peterson,Escondido,CA,,13,Escondido,CA,48,M,10,5:12:02,68.85,,,,23500,18722
753,33,67.70%,76.70%,34,6:37:17,M50-59,Robin,Mcdearmon,Laguna Beach,CA,3.0,14,Laguna Beach,CA,51,M,11,5:17:52,67.81,,,,23837,19072
754,34,71.20%,80.50%,18,6:38:40,F40-49,Shangrila,Rendon,Hawthorne,CA,,44,Hawthorne,CA,40,F,13,6:31:47,71.16,,,,23920,23507
755,35,70.90%,85.70%,9,6:40:42,F40-49,Colleen,Heller,Vista,CA,,53,Vista,CA,43,F,15,6:40:33,72.14,,,,24042,24033
756,36,67.00%,63.50%,2,6:41:26,M40-49,Scott,Long,Vista,CA,,20,Vista,CA,40,M,15,5:33:47,67.66,,,,24086,20027
757,37,66.90%,70.60%,34,6:41:52,M30-39,Joshua,Estep,San Diego,CA,,43,San Diego,CA,35,M,31,6:25:31,67.03,,,,24112,23131
758,38,66.70%,74.50%,25,6:42:49,M40-49,John,Kerschbaum,San Marcos,CA,1.0,22,San Marcos,CA,47,M,16,5:37:22,67.89,,,,24169,20242
759,39,70.30%,74.20%,8,6:44:17,F30-39,Liz,Haynes,Carlsbad,CA,,52,Carlsbad,CA,36,F,14,6:40:29,70.02,,,,24257,24029
760,40,65.90%,72.60%,10,6:48:12,M50-59,Peter,Berk,Poway,CA,,24,Poway,CA,50,M,18,5:39:49,66.04,,,,24492,20389
761,41,69.30%,76.40%,11,6:49:53,F30-39,Martha Elena,Baugh,Spring Valley,CA,,29,Spring Valley,CA,37,F,8,5:58:34,69.86,,,,24593,21514
762,42,65.40%,83.00%,60,6:50:50,M60-69,Robert,Pardy,San Diego,CA,2.0,31,San Diego,CA,62,M,23,6:04:45,65.86,,,,24650,21885
763,43,65.10%,88.00%,65,6:53:02,M60-69,Edgar,Campos,Chula Vista,CA,4.0,38,Chula Vista,CA,68,M,26,6:20:02,65.15,,,,24782,22802
764,44,64.90%,71.40%,20,6:54:03,M40-49,Ryan,McDonough,Valley Center,CA,1.0,45,Valley Center,CA,44,M,32,6:31:54,64.64,,,,24843,23514
765,45,64.70%,68.70%,3,6:55:16,M30-39,Chase,Hughes,Vista,CA,,26,Vista,CA,34,M,20,5:45:21,65.23,,,,24916,20721
766,46,63.50%,65.20%,5,7:03:23,M40-49,Eric,Pray,San Diego,CA,,55,San Diego,CA,40,M,40,6:42:39,62.45,,,,25403,24159
767,47,62.40%,84.10%,16,7:11:11,M60-69,Todor,Trenkov,Monrovia,CA,,42,Monrovia,CA,64,M,30,6:23:29,62.22,,,,25871,23009
768,48,61.70%,67.40%,105,7:15:31,M50-59,Seng-Lai,Tan,Sudbury,MA,,67,Sudbury,MA,50,M,49,8:00:52,61.66,,,,26131,28852
769,49,61.20%,68.80%,56,7:19:22,M50-59,Doug,Miller,Encinitas,CA,2.0,62,Encinitas,CA,52,M,45,7:00:59,77.37,,,,26362,25259
770,50,64.60%,81.70%,43,7:19:31,F50-59,Maureen,Cottrell,San Diego,CA,5.0,70,San Diego,CA,59,F,20,8:39:22,64.35,,,,26371,31162
771,51,61.10%,82.40%,3,7:19:52,M50-59,Wayne,Amo,El cajon,CA,,51,El cajon,CA,53,M,38,6:39:50,59.48,,,,26392,23990
772,52,62.80%,68.60%,17,7:32:06,F40-49,Christina,Thompson,Santee,CA,1.0,72,Santee,CA,42,F,22,8:45:40,62.21,,,,27126,31540
773,53,62.10%,72.20%,7,7:37:21,F40-49,Melissa,Tawney,Murrieta,CA,,66,Murrieta,CA,45,F,18,7:33:24,64.27,,,,27441,27204
774,54,58.70%,59.70%,4,7:37:46,M40-49,Edward,Kelly,La Mesa,CA,,54,La Mesa,CA,42,M,39,6:41:54,58.45,,,,27466,24114
775,55,58.20%,62.70%,7,7:42:06,M40-49,Cory,Schmelzer,La Jolla,CA,1.0,58,La Jolla,CA,47,M,42,6:52:43,57.89,,,,27726,24763
776,56,61.20%,63.80%,16,7:44:13,F40-49,Shelly,Hess,San Diego,CA,2.0,69,San Diego,CA,49,F,19,8:22:27,60.78,,,,27853,30147
777,57,56.20%,57.60%,7,7:58:38,M40-49,Shyam,Parekh,San Diego,CA,,65,San Diego,CA,40,M,48,7:20:52,55.68,,,,28718,26452
778,58,53.80%,63.30%,7,8:19:20,M40-49,Ali,Rashidi,Spring valley,CA,,59,Spring valley,CA,49,M,43,6:54:53,54.05,,,,29960,24893
779,59,56.60%,60.70%,12,8:21:47,F40-49,Melody,French,San Diego,CA,,73,San Diego,CA,47,F,23,8:45:40,56.24,,,,30107,31540
780,60,56.50%,67.00%,30,8:22:46,F50-59,Wendy,Urushima-Conn,San Diego,CA,3.0,71,San Diego,CA,52,F,21,8:43:54,56.35,,,,30166,31434
781,61,53.40%,56.60%,1,8:23:16,M30-39,Xavier,Magdaleno,Bellflower,CA,,37,Bellflower,CA,34,M,25,6:18:54,57.12,,,,30196,22734
782,62,50.50%,57.20%,4,8:52:47,M40-49,John,Lefter,San Diego,CA,,68,San Diego,CA,41,M,50,8:17:05,49.64,,,,31967,29825
783,0,88.90%,93.60%,17,3:09:55,M50-59,Rick,Baraff,Dallas,TX,,2,Dallas,TX,50,M,2,2:45:51,89.41,,,,11395,9951
784,1,82.10%,96.10%,6,3:25:35,M20-29,Michael,Cook,Houston,TX,1.0,1,Houston,TX,29,M,1,2:43:07,84.67,,,,12335,9787
785,2,84.00%,95.10%,3,3:28:40,F30-39,Mae,Whiting,Austin,TX,,5,Austin,TX,30,F,1,2:54:23,87.97,,,,12520,10463
786,3,72.10%,78.40%,27,3:54:06,M30-39,Andrew,Flowers,Hurst,TX,,7,Hurst,TX,39,M,6,3:17:47,72.51,,,,14046,11867
787,4,70.30%,78.80%,5,4:00:11,M30-39,Brian,Martin,McKinney,TX,,9,McKinney,TX,33,M,8,3:25:59,71.77,,,,14411,12359
788,5,72.20%,77.70%,8,4:02:34,F30-39,Isaura,Davis,Heath,TX,,27,Heath,TX,34,F,10,5:13:42,70.38,,,,14554,18822
789,6,71.60%,81.70%,6,4:04:44,F40-49,Jessica,Smith,Quitman,TX,,12,Quitman,TX,45,F,2,3:42:20,72.57,,,,14684,13340
790,7,68.90%,77.90%,17,4:05:09,M30-39,Eric,Notarangelo,Austin,TX,,8,Austin,TX,32,M,7,3:17:54,69.62,,,,14709,11874
791,8,68.70%,65.90%,4,4:05:34,M30-39,Brett,Skyllingstad,Dallas,TX,,10,Dallas,TX,37,M,9,3:31:25,70.42,,,,14734,12685
792,9,67.20%,81.60%,6,4:11:19,M40-49,Darren,Schmunk,Burleson,TX,,19,Burleson,TX,45,M,15,4:13:23,66.77,,,,15079,15203
793,10,65.60%,,1,4:27:07,F40-49,Charity,Bell-Burke,Houston,TX,,24,Houston,TX,49,F,8,4:51:37,62.7,,,,16027,17497
794,11,65.30%,,1,4:28:28,F40-49,Chrissy,April,Brashear,TX,,20,Brashear,TX,48,F,5,4:30:44,64.84,,,,16108,16244
795,12,61.80%,65.40%,2,4:33:09,M40-49,Wesley,Martin,Boerne,TX,,28,Boerne,TX,42,M,18,5:16:08,58.4,,,,16389,18968
796,13,61.10%,71.30%,6,4:36:19,M20-29,Richard,Stanley,The Colony,TX,,6,The Colony,TX,25,M,5,3:07:47,64.77,,,,16579,11267
797,14,63.20%,87.90%,4,4:37:21,F40-49,Alicia,Caine,Burleson,TX,,18,Burleson,TX,41,F,4,4:13:14,64.31,,,,16641,15194
798,15,62.40%,71.10%,16,4:40:44,F40-49,Rochelle,Aguilera,Mckinney,TX,,17,Mckinney,TX,44,F,3,4:07:22,62.89,,,,16844,14842
799,16,60.00%,66.10%,6,4:52:12,F40-49,Lorrie,Sigford,Buffalo,TX,,26,Buffalo,TX,45,F,9,4:58:44,59.73,,,,17532,17924
800,17,57.70%,,1,5:03:32,F30-39,Laura,Holder,Crosby,TX,,31,Crosby,TX,36,F,12,6:20:57,51.75,,,,18212,22857
801,18,54.90%,72.60%,11,5:07:39,M50-59,Troy,Lott,Dallas,TX,,21,Dallas,TX,57,M,16,4:43:48,55.11,,,,18459,17028
802,19,54.80%,,1,5:19:53,F30-39,Tess,Gill,Killeen,TX,,23,Killeen,TX,39,F,7,4:51:10,57.33,,,,19193,17470
803,20,52.30%,68.50%,3,5:22:31,M50-59,Travis,Burke,Houston,TX,,25,Houston,TX,55,M,17,4:51:42,53.24,,,,19351,17502
804,21,53.30%,83.10%,10,5:28:43,F60-69,Peg,Hall,Dallas,TX,1.0,30,Dallas,TX,63,F,11,5:24:07,53.34,,,,19723,19447
805,22,52.70%,63.00%,5,5:32:27,F50-59,Jennifer,May,Lufkin,TX,,22,Lufkin,TX,50,F,6,4:46:45,54.05,,,,19947,17205
806,0,83.60%,89.70%,17,13:05:25,M30-39,Duran,Pardue,Dallas,TX,,1,Dallas,TX,34,M,1,11:55:47,84.5,,,,47125,42947
807,1,79.60%,88.50%,12,13:44:23,M30-39,Jose,Alvarez,Fulton,AR,1.0,2,Fulton,AR,31,M,2,12:57:01,80.6,,,,49463,46621
808,2,63.70%,70.60%,8,17:10:30,M40-49,Benjamin,Garcia,Helotes,TX,,3,Helotes,TX,45,M,3,16:23:50,65.24,,,,61830,59030
809,3,71.10%,75.10%,41,23:57:03,F30-39,Lydia,Rios,Manvel,TX,1.0,6,Manvel,TX,39,F,2,19:42:06,71.51,,,,86223,70926
810,0,99.70%,,1,36:34:00,M<20,Oliver,Willumsen,Ashland,OR,,40,Ashland,OR,8,M,33,1:05:58,76.47,,,,45240,3958
811,1,91.90%,94.10%,42,39:42:00,M30-39,Brett,Hornig,Ashland,OR,3.0,1,Ashland,OR,30,M,1,35:07:00,92.88,,,,56520,40020
812,2,90.20%,92.40%,48,40:25:00,M30-39,Kyle,Carson,Ashland,OR,3.0,4,Ashland,OR,37,M,4,38:14:00,89.98,,,,59100,51240
813,3,86.70%,95.50%,8,42:02:00,M40-49,Brian,Janes,Ashland,OR,1.0,5,Ashland,OR,43,M,5,39:02:00,85.88,,,,64920,54120
814,4,85.40%,95.90%,7,42:41:00,M30-39,Kyle,Mikolajczyk,Yreka,CA,,23,Yreka,CA,39,M,20,53:31:00,82.96,,,,67260,19860
815,5,83.00%,83.00%,1,43:57:00,M40-49,Jonathan,Mann,Grenada,CA,,26,Grenada,CA,44,M,22,58:23:00,71.56,,,,71820,37380
816,6,78.00%,89.10%,54,46:45:00,M40-49,Pete,Wallstrom,Ashland,OR,6.0,14,Ashland,OR,49,M,14,46:30:00,77.96,,,,81900,81000
817,7,73.90%,77.00%,8,49:22:00,M30-39,Jeff,Morgan,Medford,OR,,12,Medford,OR,31,M,12,43:46:00,74.57,,,,4920,71160
818,8,69.40%,72.50%,21,52:33:00,M30-39,Andy,Sutterfield,Medford,OR,,17,Medford,OR,31,M,16,47:26:00,68.15,,,,16380,84360
819,9,69.20%,84.50%,6,52:44:00,M<20,Canyon,Lowes,St. Augustine,FL,2.0,13,St. Augustine,FL,16,M,13,44:47:00,70.47,,,,17040,74820
820,10,88.90%,93.10%,21,54:47:00,F30-39,Madison,Hornig,Ashland,OR,2.0,16,Ashland,OR,30,F,1,47:19:00,89.35,,,,24420,83940
821,11,87.30%,,1,55:45:00,F50-59,Wendy,Maynard,Ashland,OR,,46,Ashland,OR,53,F,11,1:11:17,76.86,,,,27900,4277
822,12,64.60%,86.20%,18,56:26:00,M60-69,Jeffrey,Stone,Yreka,CA,4.0,28,Yreka,CA,66,M,24,58:53:00,65.32,,,,30360,39180
823,13,64.10%,78.60%,17,56:55:00,M50-59,Jason,Howard,Central Point,OR,1.0,25,Central Point,OR,52,M,21,57:15:00,63.89,,,,32100,33300
824,14,61.90%,69.40%,18,58:56:00,M50-59,Aaron,Hoefling,Medford,OR,2.0,38,Medford,OR,50,M,32,1:02:42,59.42,,,,39360,3762
825,15,61.80%,71.10%,7,59:02:00,M40-49,Stuart,O'Neill,Ashland,OR,1.0,30,Ashland,OR,48,M,25,59:17:00,61.46,,,,39720,40620
826,16,60.40%,69.10%,10,1:00:22,M40-49,Charles,Hadley,Central Point,OR,2.0,36,Central Point,OR,43,M,30,1:01:30,60.1,,,,3622,3690
827,17,60.10%,72.10%,8,1:00:39,M60-69,Kevin,McCarthy,Ashland,OR,,18,Ashland,OR,60,M,17,48:09:00,61.54,,,,3639,540
828,18,59.60%,72.90%,4,1:01:11,M40-49,Neil,Clooney,Ashland,OR,1.0,31,Ashland,OR,46,M,26,1:00:36,59.27,,,,3671,3636
829,19,79.20%,78.70%,2,1:01:30,F60-69,Laura,Duncan,Ashland,OR,,49,Ashland,OR,65,F,14,1:13:27,74.25,,,,3690,4407
830,20,59.20%,71.70%,17,1:01:35,M50-59,Mike,Gallagher,Central point,OR,,37,Central point,OR,57,M,31,1:02:24,56.92,,,,3695,3744
831,21,71.60%,78.30%,20,1:07:58,F40-49,Aysha,Staha,Ashland,OR,4.0,22,Ashland,OR,44,F,3,52:33:00,72.5,,,,4078,16380
832,22,53.50%,55.00%,2,1:08:11,M30-39,Brian,Crail,Medford,OR,,34,Medford,OR,33,M,28,1:01:18,54.75,,,,4091,3678
833,23,70.00%,82.50%,115,1:09:33,F50-59,Sharon,Mosley,Eugene,OR,3.0,24,Eugene,OR,59,F,4,57:09:00,68.49,,,,4173,32940
834,24,68.20%,,1,1:11:21,F30-39,Elizabeth,Tobey,Ashland,OR,,39,Ashland,OR,35,F,7,1:05:17,70.36,,,,4281,3917
835,25,46.70%,72.70%,24,1:18:06,M70+,Larry,Zowada,Ashland,OR,6.0,51,Ashland,OR,71,M,36,1:24:14,46.53,,,,4686,5054
